city;date;meantemp;humidity;wind_speed;meanpressure
Sofia;13.3.2014;19.0;60.625;9.95;1016.25
Sofia;13.3.2014;19.0;60.625;9.95;1016.25
Sofia;13.3.2014;19.0;60.625;9.95;1016.25
Sofia;13.3.2014;19.0;60.625;9.95;1016.25
Sofia;13.3.2014;19.0;60.625;9.95;1016.25
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;23.3.2013;27.375;50.125;9.95;1007.625
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;15.12.2016;18.166666666666668;56.625;9.879166666666666;1016.6666666666666
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;14.8.2013;29.666666666666668;74.33333333333333;9.866666666666667;999.8333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;17.5.2013;32.833333333333336;28.166666666666668;9.866666666666667;1000.3333333333334
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;31.7.2013;28.83333333333333;78.5;9.866666666666664;996.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;13.6.2013;29.83333333333333;68.66666666666667;9.866666666666664;998.6666666666666
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;5.6.2013;37.16666666666666;36.5;9.866666666666664;998.0
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;15.4.2016;33.625;25.375;9.8375;1004.625
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;2.7.2013;33.142857142857146;58.285714285714285;9.8;996.0
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;18.3.2014;24.857142857142858;53.42857142857143;9.8;1012.8571428571428
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;23.2.2016;21.428571428571427;50.642857142857146;9.785714285714286;1012.5
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;26.11.2013;21.25;51.375;9.75;1011.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;24.1.2015;12.375;86.25;9.7375;1020.75
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;7.4.2015;23.75;62.125;9.7375;1010.25
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;21.6.2014;36.875;40.125;9.7375;993.875
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;1.5.2014;34.875;22.5;9.7375;1001.5
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;5.2.2013;16.625;92.375;9.725;1016.375
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;25.9.2014;30.0;52.5;9.725;1007.75
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;8.7.2014;35.0;39.5;9.725;996.875
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;29.6.2014;33.0;57.75;9.7125;997.75
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;22.3.2013;25.25;50.25;9.7125;1006.375
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;1.4.2014;24.875;45.75;9.7125;1006.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;21.5.2014;33.0;32.5;9.7125;1002.125
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;25.6.2016;35.42857142857143;55.92857142857143;9.664285714285713;1000.0714285714286
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;17.5.2016;37.5;25.8125;9.6125;998.9375
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;20.9.2013;28.666666666666668;70.0;9.583333333333334;1003.0
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;9.8.2016;31.615384615384617;71.65384615384616;9.55;998.5
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;29.9.2015;29.0;54.57142857142857;9.528571428571428;1010.5714285714286
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;10.5.2013;34.0;27.714285714285715;9.528571428571428;1000.1428571428572
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;2.5.2016;38.0;18.466666666666665;9.513333333333334;1002.2
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;4.1.2015;14.125;78.75;9.5125;1019.625
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;25.11.2013;21.25;49.875;9.5;1012.875
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;30.5.2016;26.8125;74.8125;9.4875;1003.8125
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;24.3.2014;22.375;73.125;9.4875;1011.625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;12.3.2016;24.5625;66.9375;9.4875;1009.5625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;27.6.2014;34.75;48.5;9.4875;1001.625
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;7.9.2015;31.5;46.375;9.4875;1005.75
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;16.5.2014;31.125;40.25;9.4875;1003.5
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;8.8.2016;33.80952380952381;62.38095238095238;9.440909090909091;999.6363636363636
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;26.3.2016;24.666666666666668;62.66666666666666;9.393333333333334;1013.6
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.5.2016;37.375;40.5;9.3875;998.625
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;19.6.2016;35.625;53.25;9.387499999999998;1001.375
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;17.4.2016;34.666666666666664;23.866666666666667;9.386666666666663;1002.6666666666666
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;9.3.2016;24.0;57.5625;9.375;1012.0625
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;6.7.2015;27.875;83.25;9.275;997.875
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;4.9.2014;27.875;80.75;9.275;1000.375
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;29.8.2013;31.5;57.0;9.275;1003.25
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;30.8.2015;32.625;56.5;9.275;1001.375
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;5.4.2016;32.3125;29.3125;9.26875;1007.0
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;19.7.2013;30.5;73.5;9.266666666666666;995.3333333333334
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;12.2.2014;13.25;67.0;9.2625;1013.5
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;9.2.2014;12.875;63.375;9.2625;1012.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;26.3.2015;28.5;54.375;9.2625;1013.0
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;23.8.2014;33.125;45.75;9.2625;1003.25
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;5.4.2014;27.375;44.0;9.2625;1008.875
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;9.6.2016;35.733333333333334;43.73333333333333;9.26;938.0666666666668
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;23.2.2013;17.428571428571427;74.85714285714286;9.257142857142856;1017.0
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;8.2.2013;14.0;70.42857142857143;9.257142857142856;1017.1428571428572
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;9.2.2013;15.428571428571429;61.285714285714285;9.257142857142856;1016.8571428571428
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.2.2015;14.625;81.125;9.25;1022.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;4.7.2013;32.375;67.5;9.25;997.0
Sofia;17.4.2014;26.375;49.625;9.25;1007.0
Sofia;17.4.2014;26.375;49.625;9.25;1007.0
Sofia;17.4.2014;26.375;49.625;9.25;1007.0
